ind,gameID,1,2,3,4,5,6,7,8,9
0,2756265176,-97.66666666666669,-97.0,-686.3333333333334,-147.66666666666666,-1310.3333333333333,447.0,-3205.333333333333,-709.3333333333335,1373.3333333333333
1,2757139247,0.0,238.0,-1198.0,-1886.0,-3312.0,748.0,-1097.0,-3882.0,1313.0
2,2757164302,139.0,-187.66666666666663,-966.6666666666665,656.0,2777.333333333333,23.0,-1736.0,-48.33333333333334,840.6666666666665
3,2757334493,-250.0,690.0,1407.0,-3280.0,3826.0,-1899.5,3177.0,-2371.5,3775.5
4,2757344038,-309.6666666666667,418.66666666666674,1650.0,1514.0,2349.333333333333,1200.3333333333333,2447.0,593.6666666666666,-197.66666666666663
5,2757417224,0.0,-441.5,548.0,-1443.5,1413.5,3955.5,5705.5,7548.5,1165.0
6,2757609008,164.5,448.0,88.0,2652.0,891.0,826.0,708.5,623.0,5423.0
7,2757642400,202.33333333333331,1301.6666666666667,2332.6666666666665,184.0,3749.0,6185.666666666668,5089.333333333333,7063.333333333332,1177.0
8,2758041096,-257.5,239.5,293.0,-980.0,-3090.5,-1436.0,-780.5,-3654.5,-1762.5
9,2758738837,0.0,-1129.5,-941.5,-2038.5,-3938.5,209.5,-1488.0,559.5,468.0
10,2759000499,0.0,-594.0,-746.0,1097.0,585.0,2543.0,1537.0,4112.0,3769.0
11,2759024018,0.0,538.5,2394.5,1325.5,3428.5,583.5,8126.5,3843.5,1545.5
12,2759132098,-109.0,597.5,687.5,3851.0,1797.5,1387.0,-54.5,-1242.5,1045.0
13,2759257697,0.0,-365.0,434.0,1694.0,-2943.0,3676.0,1994.0,62.0,-3626.0
14,2760780298,75.0,1257.0,881.0,2153.0,2409.0,-1011.0,986.0,-541.5,130.0
15,2760805828,0.0,120.0,519.0,-772.0,-4074.0,-282.0,-2661.0,-4839.0,-9875.0
16,2760983874,0.0,688.5,620.5,2089.5,-1082.0,1915.5,-2247.0,-439.5,255.5
17,2761203040,-77.5,86.0,2140.5,4235.5,-484.5,-1271.0,82.5,-412.0,-4588.0
18,2761508815,97.5,1314.5,-38.0,4699.0,-2468.0,1686.5,-2227.5,2072.5,-1669.0
19,2761535163,-100.0,415.0,1946.0,2769.5,-377.5,2222.0,6293.0,-3293.5,2636.0
20,2761551580,-132.0,137.0,2467.5,-1713.0,-1568.0,1029.5,4141.0,-262.5,431.0
21,2761581064,378.33333333333326,-42.66666666666666,766.0,2977.0,-192.0,821.3333333333335,2241.0,1414.666666666667,3451.333333333333
22,2762065106,-252.0,-589.5,74.5,-329.5,-86.5,1078.0,-92.0,814.0,-1147.5
23,2762076235,12.5,141.5,456.5,-300.0,1460.5,2995.0,97.5,1169.5,-110.0
24,2762130228,2.0,-202.0,-830.3333333333335,831.6666666666665,75.33333333333333,620.6666666666666,-941.6666666666665,2028.333333333333,1428.666666666667
25,2762156399,153.66666666666666,673.6666666666666,-2403.6666666666665,599.3333333333334,-594.6666666666666,-238.66666666666663,2099.333333333333,3261.0,1468.666666666667
26,2762266260,46.66666666666666,1065.3333333333333,-600.6666666666666,-1574.333333333333,785.3333333333335,1951.333333333333,14.333333333333336,2014.666666666667,991.3333333333335
27,2762372735,-5.333333333333333,1018.6666666666665,818.3333333333335,-1577.0,-1279.6666666666667,-1630.0,740.6666666666665,-619.6666666666666,165.66666666666666
28,2762425666,14.666666666666664,295.3333333333333,326.0,770.3333333333335,-498.0,1218.0,-1080.3333333333333,581.0,-2206.333333333333
29,2762464661,-44.33333333333334,817.3333333333335,-900.0,-1120.6666666666667,-299.3333333333333,-1280.3333333333333,-676.3333333333334,-590.0,1119.0
30,2762513636,243.25,-309.75,1045.75,622.5,-177.5,2363.25,861.0,-954.25,2487.0
31,2762583443,-48.33333333333334,620.0,177.66666666666663,-751.6666666666665,-1860.666666666667,449.0,1801.333333333333,-966.6666666666665,-481.0
32,2762616906,61.0,454.0,-558.6666666666666,-23.66666666666667,157.66666666666666,2946.333333333333,-2390.6666666666665,300.0,2414.6666666666665
33,2762647830,0.0,-117.0,409.5,1270.5,393.5,3570.0,-239.5,-2364.0,3160.0
34,2762677429,-250.0,52.0,332.5,-649.0,-1807.0,1803.0,2064.5,1990.5,1591.5
35,2762685802,-56.5,512.0,-671.5,-1439.5,2170.0,-903.0,136.5,2705.0,-613.0
36,2762716493,22.66666666666667,1055.3333333333333,-205.66666666666663,-555.3333333333334,-617.0,-2449.0,522.0,1837.0,339.6666666666667
37,2763199113,0.0,-163.5,226.0,-1350.5,546.0,202.5,1890.0,90.0,1031.0
38,2763216100,-3.333333333333333,900.6666666666665,1428.666666666667,-583.6666666666666,-17.666666666666668,27.33333333333333,860.0,1574.0,1122.6666666666667
39,2763625812,0.0,73.0,653.0,-1018.0,1111.5,352.0,3789.0,-1269.0,1087.0
40,2764094149,8.0,101.66666666666669,-365.33333333333326,352.33333333333326,-440.66666666666674,3967.666666666666,-745.0,1775.0,495.0
41,2764118415,-109.0,-503.66666666666674,-1267.6666666666667,1743.333333333333,449.33333333333326,-2049.6666666666665,614.0,-610.6666666666666,-1085.3333333333333
42,2764257293,37.333333333333336,129.0,-122.33333333333331,-1593.333333333333,1390.333333333333,-776.3333333333335,-243.0,-403.66666666666674,-90.0
43,2764321997,-50.0,-105.0,447.5,464.0,1447.0,2214.5,4546.5,-873.5,-9.5
44,2764362215,0.0,0.0,0.0,219.0,1542.0,2554.0,-1236.0,-1735.0,514.0
45,2764601921,0.0,475.0,-804.0,-473.5,-1345.5,-1244.0,-230.0,447.0,360.5
46,2764609800,6.333333333333332,488.33333333333326,2104.0,102.0,111.66666666666669,49.0,1626.333333333333,356.33333333333326,343.3333333333333
47,2764618872,-21.0,-809.5,-272.25,-1561.5,624.0,-415.5,-465.0,2030.75,-2269.25
48,2764632841,0.0,161.0,849.5,1518.0,-650.5,1359.0,-624.0,933.5,2711.0
49,2764829911,361.66666666666674,598.6666666666666,-80.66666666666667,-3521.333333333333,1916.333333333333,-1383.0,590.6666666666666,-3306.0,138.0
50,2765175660,12.5,135.5,-357.5,563.5,-461.5,3964.5,-40.5,2496.0,2689.0
51,2765289814,64.33333333333333,72.33333333333333,283.6666666666667,-230.0,-1921.333333333333,-57.33333333333334,-1388.0,640.0,2023.0
52,2765411393,-163.0,329.0,195.33333333333331,1623.333333333333,806.6666666666665,327.0,293.6666666666667,408.66666666666674,1045.0
53,2765496136,-200.0,-226.0,289.25,-209.5,-329.5,-48.75,1766.5,-910.5,-347.0
54,2766260855,0.0,229.5,233.5,-325.5,1840.0,724.0,-146.5,4220.5,1150.5
55,2766334061,0.0,-515.0,234.0,643.0,-1949.5,-958.5,1367.0,474.0,2189.5
56,2766372816,0.0,50.0,161.0,113.0,1714.0,-205.0,-31.0,-805.0,107.0
57,2766377503,-18.666666666666668,798.3333333333335,-779.0,-358.33333333333326,-754.6666666666665,3175.666666666666,2129.0,3002.333333333333,4404.0
58,2766659449,52.0,-165.66666666666666,-1761.0,-275.6666666666667,-2441.333333333333,457.66666666666674,1655.0,2932.0,284.6666666666667
59,2766665600,-60.0,-538.0,-360.66666666666674,1014.0,-2237.6666666666665,178.66666666666663,-742.3333333333335,-1274.6666666666667,533.0
60,2767154929,0.0,5.0,44.0,8.0,1142.0,1210.0,-699.0,133.0,-22.0
61,2767171161,-146.25,-341.5,1318.5,-1016.25,455.5,-136.5,-119.25,-70.0,-737.0
62,2767188604,-250.0,-229.0,17.0,-1276.0,-2171.5,-761.0,675.5,914.5,1895.0
63,2767924911,0.0,100.0,103.0,669.0,1775.0,3023.0,-1017.0,1345.0,-242.0
64,2767937042,0.0,-1400.0,130.0,266.0,156.0,203.0,-1256.0,2372.0,2115.0
65,2767938688,64.25,-612.25,-559.0,-1006.25,-1499.5,-1077.75,-2706.5,-2414.75,586.75
66,2767963813,213.66666666666663,764.6666666666665,165.66666666666666,1869.0,1821.666666666667,324.0,2021.333333333333,3260.333333333333,440.33333333333326
67,2767977557,0.0,-204.5,416.0,-482.5,727.0,-196.0,453.5,-1788.5,-644.0
68,2768063473,-550.0,-521.0,2256.0,2958.5,-2741.0,5327.5,1243.0,2898.0,2677.5
69,2768067875,145.75,-460.5,-104.25,2523.5,1025.5,1513.0,1149.75,755.75,1043.25
70,2768109344,-9.0,101.66666666666669,-1031.0,741.6666666666665,1151.0,3608.333333333334,1611.333333333333,464.66666666666674,568.3333333333334
71,2768138100,67.66666666666667,-253.0,-545.6666666666666,410.0,-19.33333333333333,1229.0,611.0,-1318.3333333333333,469.0
72,2768217152,0.0,-70.0,-340.0,-2661.0,-2847.0,-1270.0,-5358.0,-4052.0,1978.0
73,2768555906,0.0,295.0,-773.0,297.0,728.0,1148.0,5834.0,3969.0,5017.0
74,2768558409,417.25,-189.25,1822.75,143.75,-365.0,685.25,643.0,-51.75,1789.25
75,2768566923,0.0,261.0,624.0,-1069.0,1111.0,-122.5,-376.5,1080.0,2066.5
76,2768592863,-872.5,-376.5,3849.5,800.0,-1292.5,-736.5,1461.0,2325.5,860.0
77,2768618415,-30.0,-344.0,1374.5,1400.5,-1745.0,632.0,3150.5,1899.0,1977.5
78,2769465655,176.33333333333337,495.0,114.66666666666669,-1459.666666666667,2559.6666666666665,-410.66666666666674,909.3333333333335,-994.3333333333335,3070.0
79,2769526251,-182.0,-346.66666666666674,385.33333333333326,358.66666666666674,1570.666666666667,1620.666666666667,1310.6666666666667,518.0,1176.0
80,2769552725,469.5,143.5,1413.0,-40.5,1283.0,863.5,1584.5,3820.0,1303.5
81,2769605360,-21.66666666666667,-194.0,578.6666666666666,-1250.6666666666667,-744.6666666666665,1278.0,19.0,-198.0,1739.666666666667
82,2769653710,-179.33333333333337,612.3333333333334,934.3333333333335,-43.33333333333334,1751.333333333333,-748.0,-298.0,2648.0,1827.666666666667
83,2770003092,0.0,22.0,1435.5,-423.0,1347.0,3723.5,700.5,3009.0,5523.5
84,2771251363,0.0,-10.0,72.0,1269.0,820.0,-529.0,614.0,1342.0,256.0
85,2771259537,-170.0,-920.0,103.33333333333331,902.0,450.66666666666674,5214.0,-281.0,-107.66666666666669,-2610.6666666666665
86,2771284780,43.0,-555.6666666666666,-370.0,-682.0,-1918.333333333333,-169.0,-171.66666666666666,865.0,916.6666666666665
87,2771292493,0.0,661.0,288.0,1523.5,3194.5,3596.5,4056.5,349.0,5069.5
88,2771536510,0.0,-482.0,-1224.5,492.0,-36.5,-123.0,-3287.5,-572.5,-1035.0
89,2771545351,235.0,798.5,-329.5,786.5,4625.0,245.0,-394.5,1251.0,-2084.0
90,2771573486,-16.0,831.3333333333335,-336.6666666666667,2333.333333333333,3455.0,1184.0,2541.6666666666665,1942.333333333333,3983.0
91,2771727747,29.0,664.6666666666666,525.6666666666666,29.0,732.0,1843.666666666667,-1768.333333333333,-338.3333333333333,6088.666666666668
92,2771749779,0.0,-99.5,1599.5,5.5,-441.0,1844.5,456.5,992.5,165.5
93,2771791886,0.0,-5.0,442.0,889.0,604.0,1762.0,206.0,910.0,404.0
94,2771803977,-836.75,-520.5,-226.0,-1035.25,-429.25,-1059.5,-1171.25,2151.0,1867.0
95,2771809200,-34.333333333333336,-877.6666666666665,508.0,652.3333333333334,-3052.0,1541.0,1937.0,207.0,-226.66666666666663
96,2771864592,17.333333333333332,-162.66666666666666,1491.0,-1137.6666666666667,485.33333333333326,-2482.333333333333,-2090.333333333333,-902.0,-2134.6666666666665
97,2771872510,250.0,226.0,-1142.0,-1949.5,2609.0,-295.5,856.5,490.5,-1477.0
98,2771903038,0.0,-3.5,141.0,969.5,1157.0,554.0,3798.5,3766.0,139.5
99,2771917278,145.75,-653.75,430.5,-1667.5,-193.5,-205.75,3886.75,1368.25,-607.5
100,2772353094,0.0,481.0,217.5,655.0,383.5,1937.5,2015.0,3628.0,3317.0
101,2772792075,243.0,1176.3333333333333,-595.3333333333334,-1722.333333333333,-1007.0,-623.6666666666666,-3357.333333333333,1755.0,1259.3333333333333
102,2772870576,38.66666666666666,230.0,326.0,4083.666666666666,2138.333333333333,615.6666666666666,3538.333333333333,4611.333333333333,1084.6666666666667
103,2773165414,-14.666666666666664,-109.33333333333331,-227.66666666666663,-429.33333333333326,-935.3333333333335,-765.6666666666665,179.0,1273.0,1288.3333333333333
104,2773192434,0.0,341.5,1026.0,-138.5,800.5,1414.5,858.0,1093.5,843.0
105,2773422517,0.0,273.5,1636.5,935.5,1760.0,468.5,797.5,954.5,-245.0
106,2775572322,0.0,421.0,-298.0,-327.5,-207.0,-700.5,2295.5,2012.0,2208.5
107,2776436636,0.0,-1335.0,-1305.0,585.0,-186.0,-226.0,5039.0,2973.0,9111.0
108,2780101883,299.75,1448.75,1638.75,2434.5,-166.25,-43.0,3663.5,1054.0,1766.25
109,2781870280,0.0,0.0,60.0,202.0,1118.0,789.0,1411.0,2424.0,-1264.0
110,2850871260,0.0,448.0,-967.5,1849.5,46.0,568.5,848.0,1435.5,1486.5
111,2854948461,12.5,168.5,-265.0,975.0,738.5,1892.0,2618.5,2415.5,2884.5
112,2855363380,0.0,360.0,190.0,849.0,1701.0,2642.0,865.0,2207.0,-2031.0
113,2855564190,0.0,-300.0,-292.0,-2188.0,-2057.0,-2677.0,-1904.0,-4492.0,-1248.0
114,2881105278,43.25,-588.25,-752.25,-965.5,-942.75,2173.25,407.25,-1246.25,2532.75
115,2881149253,0.0,265.5,426.5,-841.0,238.5,-28.0,1871.0,3168.5,-483.5
116,2881543069,-217.5,-1030.5,1913.5,-3040.0,-4122.0,-3171.5,-788.0,-94.0,-3676.5
117,2881606118,-191.0,814.3333333333335,-104.66666666666669,-208.33333333333331,553.3333333333334,-1855.0,-804.6666666666665,964.0,362.0
118,2881611520,-120.0,20.5,371.0,2727.0,4407.0,857.5,3421.5,-780.0,903.5
119,2881639070,-17.0,-34.333333333333336,-1558.0,249.66666666666663,1320.6666666666667,-954.6666666666665,-424.0,-1248.3333333333333,2888.666666666666
120,2881651487,0.0,-87.0,-218.0,-338.0,-3141.0,302.0,7659.0,-383.0,-57.0
121,2881902356,0.0,-10.0,363.0,-1703.0,1420.0,1107.0,-1128.0,-5665.0,-2393.0
122,2881925913,125.0,363.0,466.0,2525.5,2111.5,-858.0,5932.0,-5127.5,2412.0
123,2881979258,-100.0,1348.0,1387.0,2796.0,661.0,-1096.0,-2307.0,-57.5,-607.5
124,2882184322,355.0,1381.333333333333,690.0,1549.666666666667,-1115.0,-983.3333333333335,-114.33333333333331,1003.6666666666665,1665.333333333333
125,2882196619,5.0,386.0,-491.0,523.5,1135.5,-740.5,1677.5,-2302.5,2023.5
126,2882377986,-250.0,105.5,1524.5,185.5,-216.5,3264.5,1661.5,2030.5,2067.0
127,2882404041,-23.0,-139.66666666666666,17.333333333333332,990.3333333333335,-1207.0,815.0,-3131.333333333333,-600.3333333333334,-1072.0
128,2882599977,-175.0,1461.5,453.5,-2598.0,-2734.0,-3233.5,-3773.5,-687.5,-1992.5
129,2883371999,0.0,-340.0,-1664.0,-433.0,517.0,1155.0,-1675.0,-2106.0,1381.0
130,2883427022,-177.5,1466.5,-416.5,1823.5,-4455.0,-4126.0,-2201.0,-3079.5,1918.5
131,2883906190,-225.0,-907.0,1798.0,2282.5,-1402.5,-1596.0,3327.0,-885.0,1060.5
132,2883921515,120.0,553.0,-2873.0,-3060.0,-42.0,1554.0,-2831.5,-2536.0,-686.5
133,2884677921,0.0,35.0,675.0,1190.0,2466.0,2419.0,2980.0,971.0,-2210.0
134,2885190147,50.0,214.5,2192.5,-970.5,4209.0,5930.5,-974.0,594.5,558.5
135,2885270895,-107.5,140.0,758.0,-2987.0,-189.5,1893.0,-2051.0,141.5,1358.0
136,2885705149,0.0,1350.0,-106.0,360.0,-1248.0,-487.0,4400.0,1211.0,4698.0
137,2885742196,-57.5,-1670.0,-217.5,-199.0,-157.5,2201.5,1427.0,-4736.0,-5112.5
138,2886410014,0.0,-25.0,-2012.0,5299.5,6302.0,-2200.0,3460.0,189.0,2749.0
139,2886421142,-25.0,1394.0,2525.0,5024.0,-253.0,-4956.0,-4339.0,964.0,1613.5
140,2886473997,60.0,686.0,2387.5,3263.0,148.5,1228.0,-1247.5,-170.0,-128.0
141,2886588148,19.666666666666668,589.3333333333334,483.66666666666674,-180.0,-3401.333333333333,-327.6666666666667,-2052.6666666666665,990.6666666666665,-377.66666666666674
142,2886629072,-255.0,-37.5,-384.5,67.5,1598.5,-447.5,1291.0,660.5,833.0
143,2886667123,8.0,126.66666666666669,986.3333333333335,-12.666666666666664,435.0,2004.0,1079.6666666666667,4019.666666666666,-2206.6666666666665
144,2886706280,0.0,-1375.0,-1241.0,-1028.0,-878.0,5474.0,3477.0,3622.0,3702.0
145,2886740577,0.0,1152.0,-281.0,-1066.0,1449.0,3467.0,6188.0,-1534.0,-817.0
146,2886745839,82.0,-1298.6666666666667,1442.0,1182.6666666666667,-3438.666666666666,-1916.666666666667,-250.0,-1612.0,-2316.6666666666665
147,2887041071,0.0,0.0,2393.0,803.0,465.0,-3694.0,-3648.0,2073.0,3179.0
148,2887045532,6.0,160.0,2295.0,1016.0,-521.5,4180.5,2144.0,-1044.5,3184.5
149,2887064208,707.5,-829.0,577.5,5262.5,5357.5,1122.0,2726.5,4771.5,2843.0
150,2887076159,0.0,185.0,358.0,-946.0,1358.0,3022.0,3489.0,-531.0,936.0
151,2887193217,657.5,-144.5,165.0,-2174.5,-1294.5,579.5,6240.0,-1070.5,-193.0
152,2887241718,-47.0,-229.66666666666663,-987.0,786.3333333333335,1321.3333333333333,621.6666666666666,-1121.3333333333333,1990.0,1707.0
153,2887315275,235.0,465.5,2642.5,-3403.5,417.0,216.5,-2167.0,-852.5,-1207.0
154,2888086225,199.0,-602.3333333333334,77.66666666666667,-23.66666666666667,903.6666666666665,1233.6666666666667,1866.666666666667,1394.333333333333,2883.333333333333
155,2888587974,-754.0,425.0,2705.5,-2451.5,-922.5,145.5,-2476.0,4263.0,-1368.5
156,2889092577,175.0,-45.5,817.5,2064.5,-2175.0,916.5,1238.5,-440.5,2032.0
157,2889855187,0.0,-1250.0,-727.0,-382.0,-1437.0,3368.0,-3294.0,-146.0,-516.0
158,2890359159,0.0,25.0,-228.0,1069.0,1162.0,-1799.0,-1639.0,4844.0,4045.0
159,2890392192,0.0,-1285.0,-653.0,-1633.0,2077.0,4060.0,-624.0,7090.0,-2546.0
160,2890773023,78.33333333333333,-439.66666666666674,-799.3333333333335,916.0,112.33333333333331,-323.0,-459.66666666666674,103.0,-239.33333333333331
161,2890777411,0.0,-119.0,225.0,938.5,1993.5,36.0,1068.0,768.0,784.0
162,2890809737,181.0,752.3333333333335,-1267.6666666666667,405.66666666666674,506.0,30.33333333333333,-1148.6666666666667,2392.0,2274.0
163,2890900577,46.33333333333334,101.0,-1090.6666666666667,-1120.6666666666667,-272.3333333333333,221.0,-1821.666666666667,-2554.0,-1690.0
164,2890943560,102.0,287.75,585.75,-186.25,-635.75,1777.75,1483.75,-439.25,-239.0
165,2891063899,3.0,398.0,391.66666666666674,353.0,-541.6666666666666,466.0,298.6666666666667,268.3333333333333,817.3333333333335
166,2891096392,0.0,638.0,-337.0,-938.5,1235.0,3108.0,2079.5,1239.5,609.0
167,2891122191,20.0,733.3333333333335,1410.333333333333,118.33333333333331,1833.0,745.3333333333335,1740.0,937.0,1125.3333333333333
168,2891678880,50.0,2040.5,2067.0,-592.0,1897.0,-1730.0,-1039.0,-1837.0,1581.0
169,2891806516,-127.5,-435.0,747.0,-81.5,-1279.0,-433.0,432.5,602.0,-2258.5
170,2891852675,-22.66666666666667,-386.0,-165.33333333333334,296.6666666666667,-70.66666666666667,1953.666666666667,1223.3333333333333,338.3333333333333,1255.3333333333333
171,2891883759,0.0,-49.0,-193.0,-91.5,-833.5,940.5,-1392.0,178.0,789.0
172,2891960983,10.666666666666666,-816.6666666666665,794.6666666666665,718.0,-61.0,-1251.6666666666667,678.0,2042.333333333333,-189.0
173,2892486300,0.0,-1265.0,1966.0,2797.0,1428.0,497.0,-4452.0,-1139.0,4856.0
174,2892992073,-1445.0,372.5,2399.5,2972.0,6464.5,-1230.0,409.5,708.0,-1074.0
175,2894015404,125.0,396.0,768.0,2112.5,-394.0,-1596.5,-818.5,-897.0,-1018.0
176,2894030627,0.0,-345.0,-705.0,223.0,2514.0,2795.0,517.0,-1767.0,-1884.0
177,2894533489,-287.5,-1672.0,1093.5,-971.0,-1068.0,-2597.0,-5030.0,868.5,5051.0
178,2894563082,50.0,-57.0,-1354.0,-2380.0,1454.5,-106.5,2574.5,567.5,-974.0
179,2895115928,0.0,-365.0,-233.0,1224.0,-113.0,-4034.0,2779.0,4702.0,-2108.0
180,2895119363,0.0,620.0,683.0,936.0,2822.0,-491.0,-997.0,-608.0,2988.0
181,2895147142,0.0,35.0,104.0,2579.0,3515.0,534.0,1773.0,7880.0,993.0
182,2895799030,-20.0,1410.5,2234.5,1485.5,328.0,-180.5,1427.0,1963.0,-1395.5
183,2895839932,202.5,-1159.5,-298.0,-2532.5,462.5,-1795.5,3436.5,-3323.0,-1833.0
184,2895844104,210.5,1034.5,2271.5,8755.0,5976.0,8419.5,5163.0,-4012.5,1783.5
185,2896097800,0.0,85.0,762.0,5051.0,919.0,751.0,1932.0,749.0,5600.0
186,2896112362,-612.5,228.5,2511.0,1791.0,138.0,2114.0,-3187.0,-1310.0,-1645.5
187,2896141492,0.0,-1375.0,1780.0,2043.0,-3270.0,3316.0,4703.0,-4105.0,-2350.0
188,2896146223,0.0,-440.0,1060.0,1699.0,2505.0,-3594.0,610.0,238.0,1101.0
189,2896176718,0.0,50.0,-794.0,405.0,-2875.0,-496.0,2298.0,4466.0,2786.0
190,2896182561,-750.0,819.0,-76.0,-1405.5,2432.0,-914.0,1199.0,2519.0,1418.0
