win,Color,First Dragon Count,First Inhibitor Count,First Blood Count,First Tower Count,Avg Baron Kills,Avg Inhibitor Kills,Avg Tower Kills,Avg Total Gold,Avg Dragon Kills
2893395607,Blue,1,1,1,0,1.0,1.0,10.0,53642.0,2.0
2893395607,Red,0,0,0,1,0.0,0.0,3.0,42844.0,0.0
2893524473,Blue,1,1,1,1,1.0,3.0,11.0,56420.0,3.0
2893524473,Red,0,0,0,0,0.0,0.0,1.0,40745.0,0.0
2893585160,Blue,0,0,0,0,0.0,0.0,0.0,39155.0,0.0
2893585160,Red,1,1,1,1,1.0,2.0,11.0,58729.0,3.0
2893934343,Blue,0,0,1,0,0.0,0.0,1.0,45952.0,0.0
2893934343,Red,1,1,0,1,1.0,3.0,11.0,60752.0,2.0
2893977198,Blue,1,1,1,1,1.0,3.0,11.0,55042.0,2.0
2893977198,Red,0,0,0,0,0.0,0.0,0.0,37555.0,0.0
2893999964,Blue,0,0,1,0,0.0,0.0,2.0,51116.0,0.0
2893999964,Red,1,1,0,1,1.0,2.0,9.0,58736.0,3.0
2894022903,Blue,0,0,1,0,0.0,0.0,0.0,42957.0,0.0
2894022903,Red,1,1,0,1,1.0,4.0,11.0,58823.0,3.0
2894080908,Blue,0,1,1,0,1.0,2.0,10.0,57770.0,0.0
2894080908,Red,1,0,0,1,0.0,0.0,2.0,45762.0,2.0
2894149291,Blue,0,0,0,1,0.0,1.0,6.0,45383.0,0.0
2894149291,Red,1,1,1,0,1.0,3.0,11.0,60995.0,2.0
2894168443,Blue,0,1,0,1,1.0,3.0,11.0,58496.0,1.0
2894168443,Red,1,0,1,0,0.0,0.0,1.0,47338.0,1.0
2894215909,Blue,1,1,0,0,0.0,1.0,9.0,55709.0,1.0
2894215909,Red,0,0,1,1,0.0,0.0,2.0,45385.0,1.0
2894219149,Blue,0,0,1,0,0.0,0.0,0.0,37066.0,0.0
2894219149,Red,1,1,0,1,0.0,3.0,11.0,55332.0,3.0
2894234975,Blue,1,0,1,0,0.0,0.0,0.0,45584.0,1.0
2894234975,Red,0,1,0,1,1.0,3.0,11.0,57387.0,2.0
2894349814,Blue,0,1,0,0,1.0,2.0,9.0,54664.0,1.0
2894349814,Red,1,0,1,1,0.0,0.0,4.0,41455.0,2.0
2894364908,Blue,0,0,1,0,0.0,0.0,1.0,43689.0,0.0
2894364908,Red,1,1,0,1,1.0,2.0,10.0,56117.0,2.0
2894382196,Blue,1,0,0,0,0.0,0.0,2.0,42203.0,1.0
2894382196,Red,0,1,1,1,0.0,3.0,11.0,52441.0,2.0
2894384320,Blue,0,0,0,0,0.0,0.0,0.0,38965.0,0.0
2894384320,Red,1,1,1,1,1.0,3.0,11.0,58699.0,3.0
2894442766,Blue,0,1,0,0,1.0,2.0,9.0,59074.0,2.0
2894442766,Red,1,0,1,1,0.0,0.0,3.0,46744.0,1.0
2894462188,Blue,0,0,0,0,0.0,0.0,1.0,45414.0,0.0
2894462188,Red,1,0,1,1,1.0,0.0,7.0,57673.0,3.0
2894520361,Blue,1,0,1,0,0.0,1.0,3.0,45816.0,1.0
2894520361,Red,0,1,0,1,1.0,1.0,7.0,50274.0,1.0
2894540717,Blue,0,0,0,0,0.0,0.0,1.0,43141.0,0.0
2894540717,Red,1,0,1,1,0.0,0.0,7.0,55436.0,2.0
2894552311,Blue,1,0,0,1,0.0,0.0,5.0,53012.0,3.0
2894552311,Red,0,0,1,0,0.0,0.0,0.0,43235.0,0.0
2894615099,Blue,1,0,0,1,0.0,0.0,3.0,49684.0,1.0
2894615099,Red,0,1,1,0,0.0,1.0,8.0,56430.0,2.0
2894668048,Blue,0,1,0,1,1.0,2.0,10.0,62915.0,2.0
2894668048,Red,1,0,1,0,0.0,0.0,3.0,47759.0,1.0
2894672939,Blue,0,0,0,0,0.0,0.0,2.0,44005.0,0.0
2894672939,Red,1,1,1,1,1.0,2.0,9.0,61776.0,4.0
2894692052,Blue,0,0,1,1,0.0,0.0,3.0,45505.0,0.0
2894692052,Red,1,1,0,0,0.0,1.0,5.0,50816.0,1.0
2894758704,Blue,1,0,1,0,0.0,0.0,4.0,50200.0,2.0
2894758704,Red,0,1,0,1,1.0,3.0,9.0,55938.0,1.0
2894872338,Blue,0,0,0,0,0.0,0.0,3.0,42475.0,1.0
2894872338,Red,1,0,1,1,0.0,0.0,4.0,45819.0,2.0
2894901429,Blue,1,1,0,1,1.0,1.0,7.0,52359.0,3.0
2894901429,Red,0,0,1,0,0.0,0.0,2.0,41369.0,0.0
2894921131,Blue,0,0,0,0,1.0,3.0,11.0,58600.0,1.0
2894921131,Red,1,1,1,1,0.0,1.0,5.0,52473.0,1.0
2894927551,Blue,0,1,0,1,1.0,2.0,11.0,62172.0,0.0
2894927551,Red,1,0,1,0,0.0,0.0,1.0,48708.0,2.0
2894952185,Blue,0,1,1,1,1.0,1.0,7.0,53475.0,1.0
2894952185,Red,1,0,0,0,0.0,0.0,3.0,47485.0,1.0
2894960394,Blue,1,1,0,1,0.0,1.0,9.0,54062.0,2.0
2894960394,Red,0,0,1,0,0.0,0.0,0.0,44711.0,0.0
2894972741,Blue,0,0,0,0,0.0,0.0,2.0,39852.0,0.0
2894972741,Red,1,1,1,1,0.0,1.0,8.0,52364.0,3.0
2895038419,Blue,0,0,1,0,0.0,0.0,3.0,45318.0,0.0
2895038419,Red,1,1,0,1,1.0,1.0,6.0,51297.0,2.0
2895150637,Blue,0,0,0,1,0.0,0.0,1.0,41560.0,0.0
2895150637,Red,1,1,1,0,1.0,3.0,11.0,58073.0,3.0
2895155575,Blue,0,1,1,1,1.0,1.0,8.0,56641.0,0.0
2895155575,Red,1,0,0,0,0.0,0.0,3.0,43574.0,3.0
2895188501,Blue,0,0,1,1,0.0,0.0,2.0,41298.0,0.0
2895188501,Red,1,0,0,0,0.0,0.0,6.0,53175.0,2.0
2895189758,Blue,0,0,0,0,0.0,0.0,0.0,44499.0,0.0
2895189758,Red,1,1,1,1,1.0,2.0,11.0,60608.0,2.0
2895304396,Blue,1,1,0,1,0.0,2.0,11.0,56423.0,1.0
2895304396,Red,0,0,1,0,0.0,0.0,1.0,46970.0,1.0
2895316496,Blue,0,0,0,0,0.0,0.0,0.0,42030.0,0.0
2895316496,Red,1,1,1,1,1.0,1.0,7.0,54535.0,3.0
2895327794,Blue,1,1,0,1,1.0,2.0,11.0,60332.0,3.0
2895327794,Red,0,0,1,0,0.0,0.0,2.0,46355.0,0.0
2895667492,Blue,1,1,1,1,0.0,1.0,7.0,48714.0,2.0
2895667492,Red,0,0,0,0,0.0,0.0,0.0,37107.0,0.0
2895737560,Blue,1,1,0,1,1.0,1.0,7.0,58439.0,2.0
2895737560,Red,0,0,1,0,0.0,0.0,3.0,47707.0,0.0
2895746146,Blue,1,0,1,0,0.0,0.0,5.0,51167.0,2.0
2895746146,Red,0,1,0,1,1.0,1.0,8.0,57409.0,2.0
2895786701,Blue,0,1,0,1,1.0,2.0,9.0,61874.0,1.0
2895786701,Red,1,0,1,0,0.0,0.0,4.0,48853.0,2.0
2895796868,Blue,0,0,1,0,0.0,0.0,0.0,42267.0,0.0
2895796868,Red,1,1,0,1,1.0,3.0,11.0,60542.0,2.0
2895810784,Blue,0,1,0,1,1.0,1.0,9.0,58693.0,2.0
2895810784,Red,1,0,1,0,0.0,0.0,0.0,44006.0,1.0
2895873662,Blue,1,0,1,0,0.0,0.0,1.0,45670.0,1.0
2895873662,Red,0,1,0,1,1.0,2.0,11.0,55903.0,1.0
2895934231,Blue,1,0,0,0,0.0,0.0,1.0,40356.0,1.0
2895934231,Red,0,0,1,1,1.0,0.0,5.0,51708.0,2.0
2895942092,Blue,1,1,0,1,0.0,1.0,7.0,50697.0,2.0
2895942092,Red,0,0,1,0,0.0,0.0,2.0,42187.0,0.0
2895950634,Blue,0,1,0,0,1.0,1.0,9.0,58613.0,1.0
2895950634,Red,1,0,1,1,0.0,0.0,3.0,54423.0,1.0
2896000090,Blue,0,0,1,0,0.0,0.0,2.0,38625.0,0.0
2896000090,Red,1,1,0,1,0.0,1.0,9.0,51769.0,2.0
2896024097,Blue,0,0,0,0,0.0,0.0,1.0,44417.0,0.0
2896024097,Red,1,1,1,1,0.0,3.0,11.0,58099.0,3.0
2896090583,Blue,0,0,1,0,0.0,0.0,1.0,44934.0,0.0
2896090583,Red,1,1,0,1,0.0,2.0,9.0,56052.0,2.0
2896101331,Blue,1,1,0,1,1.0,4.0,11.0,53808.0,2.0
2896101331,Red,0,0,1,0,0.0,0.0,0.0,39570.0,0.0
2896142449,Blue,0,0,1,0,0.0,0.0,5.0,48709.0,1.0
2896142449,Red,1,0,0,1,0.0,0.0,3.0,42226.0,1.0
2896160421,Blue,0,1,1,1,0.0,1.0,8.0,52641.0,0.0
2896160421,Red,0,0,0,0,0.0,0.0,0.0,41845.0,0.0
2896171200,Blue,1,0,0,1,0.0,0.0,4.0,49923.0,1.0
2896171200,Red,0,0,1,0,0.0,0.0,2.0,41999.0,0.0
2896276951,Blue,1,0,0,1,0.0,0.0,5.0,48308.0,1.0
2896276951,Red,0,1,1,0,0.0,1.0,7.0,53068.0,2.0
2896311175,Blue,0,0,1,0,0.0,0.0,3.0,46119.0,1.0
2896311175,Red,1,0,0,1,0.0,0.0,5.0,52933.0,1.0
2896462964,Blue,1,0,1,0,0.0,0.0,3.0,39347.0,1.0
2896462964,Red,0,1,0,1,1.0,2.0,11.0,57536.0,2.0
2896502259,Blue,0,1,1,1,0.0,1.0,10.0,58193.0,2.0
2896502259,Red,1,0,0,0,0.0,0.0,1.0,47892.0,1.0
2896541183,Blue,0,0,1,1,0.0,0.0,6.0,51799.0,0.0
2896541183,Red,1,1,0,0,1.0,1.0,9.0,57324.0,3.0
2896557429,Blue,1,0,0,0,0.0,0.0,3.0,47252.0,1.0
2896557429,Red,0,0,1,1,0.0,0.0,3.0,46949.0,0.0
2896634396,Blue,1,1,0,1,0.0,2.0,10.0,58198.0,1.0
2896634396,Red,0,0,1,0,0.0,0.0,0.0,41345.0,0.0
2896703077,Blue,0,0,1,0,0.0,0.0,2.0,43165.0,0.0
2896703077,Red,1,1,0,1,1.0,2.0,9.0,55529.0,2.0
2896710703,Blue,1,1,1,1,1.0,2.0,10.0,55483.0,3.0
2896710703,Red,0,0,0,0,0.0,0.0,1.0,41380.0,0.0
2896713264,Blue,0,0,0,0,0.0,0.0,1.0,46678.0,0.0
2896713264,Red,1,1,1,1,1.0,3.0,11.0,58651.0,3.0
2896778292,Blue,0,1,0,1,1.0,1.0,9.0,57756.0,1.0
2896778292,Red,1,0,1,0,0.0,0.0,2.0,46314.0,1.0
2896853415,Blue,1,1,1,1,0.0,2.0,11.0,62352.0,2.0
2896853415,Red,0,0,0,0,0.0,0.0,0.0,43718.0,0.0
2896858611,Blue,1,0,1,1,1.0,0.0,3.0,49153.0,3.0
2896858611,Red,0,0,0,0,0.0,0.0,3.0,43321.0,0.0
2896927959,Blue,1,1,1,0,1.0,1.0,8.0,56927.0,2.0
2896927959,Red,0,0,0,1,0.0,0.0,4.0,46945.0,0.0
2896933667,Blue,0,1,1,0,1.0,1.0,7.0,52396.0,0.0
2896933667,Red,1,0,0,1,0.0,1.0,6.0,45636.0,2.0
2896966851,Blue,0,0,1,1,0.0,0.0,2.0,43270.0,0.0
2896966851,Red,1,1,0,0,0.0,2.0,9.0,56940.0,1.0
2897058023,Blue,1,1,1,0,1.0,2.0,8.0,59528.0,2.0
2897058023,Red,0,0,0,1,0.0,0.0,5.0,48058.0,1.0
2897108655,Blue,1,0,1,1,0.0,0.0,2.0,46450.0,2.0
2897108655,Red,0,1,0,0,0.0,2.0,8.0,56101.0,0.0
2897140935,Blue,1,0,0,0,0.0,0.0,0.0,39877.0,1.0
2897140935,Red,0,1,1,1,1.0,3.0,11.0,57896.0,2.0
2897141799,Blue,1,0,1,1,0.0,0.0,5.0,49656.0,2.0
2897141799,Red,0,0,0,0,0.0,0.0,1.0,43904.0,0.0
2897525147,Blue,0,1,0,1,0.0,2.0,9.0,56418.0,2.0
2897525147,Red,1,0,1,0,0.0,0.0,1.0,38326.0,1.0
2897576524,Blue,0,0,1,1,1.0,0.0,7.0,59207.0,3.0
2897576524,Red,1,0,0,0,0.0,0.0,1.0,44522.0,1.0
2897632880,Blue,1,0,0,0,0.0,0.0,0.0,44541.0,2.0
2897632880,Red,0,1,1,1,1.0,3.0,11.0,63662.0,0.0
2897643919,Blue,0,0,1,0,0.0,0.0,2.0,45817.0,1.0
2897643919,Red,1,1,0,1,0.0,1.0,10.0,57145.0,2.0
2897651437,Blue,1,0,1,0,0.0,0.0,1.0,41816.0,1.0
2897651437,Red,0,1,0,1,0.0,1.0,6.0,55318.0,0.0
2897765596,Blue,1,0,0,0,0.0,0.0,1.0,41033.0,2.0
2897765596,Red,0,1,1,1,0.0,1.0,8.0,53137.0,1.0
2897851175,Blue,1,1,1,1,1.0,3.0,11.0,58184.0,2.0
2897851175,Red,0,0,0,0,0.0,0.0,0.0,42854.0,0.0
2897895974,Blue,0,0,0,0,0.0,0.0,1.0,45762.0,0.0
2897895974,Red,1,1,1,1,1.0,3.0,11.0,58572.0,2.0
2897934502,Blue,1,1,1,1,1.0,4.0,11.0,57614.0,3.0
2897934502,Red,0,0,0,0,0.0,0.0,0.0,44320.0,0.0
2897938388,Blue,0,0,0,1,0.0,0.0,2.0,48771.0,0.0
2897938388,Red,1,1,1,0,1.0,2.0,9.0,64669.0,2.0
2897969173,Blue,1,1,0,0,1.0,1.0,8.0,59417.0,1.0
2897969173,Red,0,0,1,1,0.0,0.0,3.0,47301.0,0.0
2897973522,Blue,0,0,0,0,0.0,0.0,3.0,43646.0,0.0
2897973522,Red,1,1,1,1,1.0,2.0,11.0,58182.0,3.0
2897994836,Blue,1,0,0,0,0.0,0.0,3.0,48196.0,1.0
2897994836,Red,0,1,1,1,1.0,1.0,10.0,60166.0,1.0
2897998806,Blue,1,1,1,1,1.0,1.0,11.0,57789.0,2.0
2897998806,Red,0,0,0,0,0.0,0.0,0.0,38380.0,0.0
2897999018,Blue,1,1,0,1,0.0,3.0,11.0,56838.0,2.0
2897999018,Red,0,0,1,0,0.0,0.0,1.0,40359.0,0.0
2898023332,Blue,0,1,0,0,0.0,2.0,8.0,56248.0,1.0
2898023332,Red,1,0,1,1,1.0,0.0,4.0,49819.0,1.0
2898048282,Blue,0,0,1,0,0.0,0.0,3.0,41153.0,0.0
2898048282,Red,1,1,0,1,0.0,1.0,5.0,48931.0,2.0
2898076870,Blue,1,1,1,1,0.0,3.0,11.0,59547.0,1.0
2898076870,Red,0,0,0,0,0.0,0.0,1.0,44460.0,0.0
2898106126,Blue,0,0,1,1,0.0,0.0,4.0,44645.0,1.0
2898106126,Red,1,0,0,0,0.0,0.0,3.0,46238.0,1.0
2898164509,Blue,1,0,0,0,0.0,0.0,2.0,50706.0,2.0
2898164509,Red,0,1,1,1,0.0,2.0,9.0,55842.0,1.0
2898256490,Blue,0,1,0,1,1.0,1.0,7.0,53660.0,1.0
2898256490,Red,1,0,1,0,0.0,0.0,2.0,39792.0,2.0
2898275175,Blue,0,0,1,1,0.0,0.0,2.0,38239.0,0.0
2898275175,Red,1,1,0,0,0.0,2.0,10.0,54206.0,2.0
2898329755,Blue,1,1,1,1,0.0,2.0,10.0,54702.0,3.0
2898329755,Red,0,0,0,0,0.0,0.0,0.0,39349.0,0.0
2898358025,Blue,0,1,1,0,1.0,1.0,9.0,57941.0,1.0
2898358025,Red,1,0,0,1,0.0,0.0,2.0,44454.0,1.0
2898371053,Blue,1,1,0,0,0.0,1.0,7.0,49588.0,3.0
2898371053,Red,0,0,1,1,0.0,0.0,5.0,42779.0,0.0
2898415735,Blue,0,0,0,1,1.0,0.0,2.0,44020.0,0.0
2898415735,Red,1,1,1,0,0.0,1.0,8.0,55360.0,3.0
2898426620,Blue,0,0,0,0,0.0,0.0,0.0,45045.0,0.0
2898426620,Red,1,1,1,1,1.0,3.0,10.0,57100.0,3.0
2898473544,Blue,0,0,0,0,0.0,0.0,2.0,45904.0,1.0
2898473544,Red,1,1,1,1,1.0,2.0,9.0,58491.0,1.0
2898492154,Blue,0,0,0,0,0.0,0.0,1.0,43655.0,0.0
2898492154,Red,1,1,1,1,1.0,3.0,11.0,59823.0,3.0
2898497769,Blue,0,0,0,0,0.0,0.0,1.0,45265.0,0.0
2898497769,Red,1,1,1,1,1.0,1.0,9.0,57974.0,3.0
2898530531,Blue,1,0,0,0,0.0,0.0,2.0,46651.0,1.0
2898530531,Red,0,1,1,1,0.0,2.0,9.0,57769.0,1.0
2898605136,Blue,0,1,0,0,1.0,1.0,6.0,53847.0,2.0
2898605136,Red,1,0,1,1,0.0,0.0,5.0,46707.0,1.0
2898611148,Blue,1,0,1,1,0.0,0.0,4.0,50991.0,2.0
2898611148,Red,0,1,0,0,1.0,1.0,8.0,55518.0,1.0
2898640853,Blue,1,0,0,1,0.0,0.0,1.0,44838.0,1.0
2898640853,Red,0,1,1,0,1.0,1.0,7.0,57735.0,1.0
2898651359,Blue,0,0,0,0,0.0,0.0,2.0,44302.0,0.0
2898651359,Red,1,1,1,1,1.0,2.0,9.0,54123.0,3.0
2898762198,Blue,0,0,0,0,0.0,0.0,2.0,46210.0,0.0
2898762198,Red,1,1,1,1,1.0,1.0,6.0,56623.0,2.0
2898795598,Blue,0,0,0,0,0.0,0.0,3.0,44794.0,0.0
2898795598,Red,1,1,1,1,0.0,1.0,8.0,52678.0,2.0
2898847200,Blue,0,0,1,0,0.0,0.0,1.0,41933.0,0.0
2898847200,Red,1,1,0,1,0.0,3.0,11.0,57612.0,2.0
2898918363,Blue,0,0,0,0,0.0,0.0,3.0,46019.0,0.0
2898918363,Red,1,1,1,1,1.0,3.0,11.0,59919.0,2.0
2898933042,Blue,0,1,1,0,0.0,1.0,7.0,47640.0,0.0
2898933042,Red,1,0,0,1,0.0,0.0,1.0,37639.0,1.0
2898981212,Blue,1,0,0,0,0.0,0.0,1.0,42067.0,1.0
2898981212,Red,0,1,1,1,1.0,1.0,7.0,56971.0,1.0
2899034291,Blue,0,1,0,1,1.0,1.0,7.0,55003.0,1.0
2899034291,Red,1,0,1,0,0.0,0.0,3.0,42182.0,1.0
2899037135,Blue,0,1,1,1,1.0,2.0,8.0,53110.0,1.0
2899037135,Red,1,0,0,0,0.0,0.0,1.0,42336.0,2.0
2899039942,Blue,1,0,0,0,0.0,0.0,3.0,45411.0,1.0
2899039942,Red,0,1,1,1,1.0,2.0,9.0,56534.0,1.0
2899054949,Blue,1,1,1,1,1.0,1.0,8.0,59279.0,3.0
2899054949,Red,0,0,0,0,0.0,0.0,0.0,43475.0,0.0
2899060226,Blue,1,0,0,0,0.0,0.0,1.0,40149.0,1.0
2899060226,Red,0,1,1,1,1.0,2.0,9.0,56156.0,2.0
2899067935,Blue,1,1,1,1,0.0,2.0,11.0,62569.0,3.0
2899067935,Red,0,0,0,0,0.0,0.0,0.0,43763.0,0.0
2899169966,Blue,0,0,0,0,0.0,0.0,0.0,40167.0,0.0
2899169966,Red,1,1,1,1,1.0,1.0,10.0,56224.0,3.0
2899178509,Blue,0,1,1,0,0.0,1.0,7.0,50914.0,2.0
2899178509,Red,1,0,0,1,1.0,1.0,6.0,46464.0,1.0
2899233999,Blue,0,1,1,0,0.0,1.0,8.0,55369.0,1.0
2899233999,Red,1,0,0,1,0.0,0.0,2.0,46297.0,1.0
2899362430,Blue,0,0,1,1,0.0,0.0,3.0,50849.0,1.0
2899362430,Red,1,0,0,0,1.0,0.0,3.0,44885.0,1.0
2899466755,Blue,1,1,1,1,1.0,1.0,7.0,56978.0,1.0
2899466755,Red,0,0,0,0,0.0,0.0,1.0,44068.0,2.0
2899468839,Blue,1,1,0,1,1.0,2.0,11.0,59164.0,2.0
2899468839,Red,0,0,1,0,0.0,0.0,0.0,41976.0,0.0
2899578691,Blue,1,0,1,0,0.0,0.0,0.0,44255.0,2.0
2899578691,Red,0,1,0,1,0.0,2.0,10.0,56157.0,1.0
2899592982,Blue,0,0,1,1,0.0,0.0,5.0,44848.0,1.0
2899592982,Red,1,1,0,0,1.0,1.0,9.0,56247.0,1.0
2899619799,Blue,1,0,0,1,1.0,0.0,5.0,50131.0,3.0
2899619799,Red,0,0,1,0,0.0,0.0,1.0,37024.0,0.0
2899654179,Blue,1,1,1,1,0.0,3.0,11.0,50877.0,1.0
2899654179,Red,0,0,0,0,0.0,0.0,0.0,35923.0,0.0
2899736803,Blue,0,0,1,1,0.0,0.0,3.0,51751.0,0.0
2899736803,Red,1,1,0,0,1.0,1.0,7.0,57371.0,2.0
2899743385,Blue,1,1,1,1,1.0,2.0,8.0,50935.0,3.0
2899743385,Red,0,0,0,0,0.0,0.0,1.0,39734.0,0.0
2899791051,Blue,1,0,0,0,0.0,0.0,7.0,53199.0,2.0
2899791051,Red,0,0,1,1,0.0,0.0,4.0,44509.0,0.0
2899795075,Blue,0,0,1,0,0.0,0.0,1.0,41437.0,0.0
2899795075,Red,1,1,0,1,1.0,3.0,11.0,58437.0,3.0
2899816399,Blue,1,0,1,1,1.0,0.0,8.0,55609.0,2.0
2899816399,Red,0,0,0,0,0.0,0.0,2.0,39936.0,0.0
2899854925,Blue,0,0,1,0,0.0,0.0,3.0,45652.0,0.0
2899854925,Red,1,0,0,1,0.0,0.0,6.0,54841.0,2.0
2899900400,Blue,0,1,0,0,1.0,1.0,6.0,50952.0,2.0
2899900400,Red,1,0,1,1,0.0,0.0,4.0,44920.0,1.0
2899934451,Blue,1,0,0,1,1.0,0.0,6.0,55013.0,3.0
2899934451,Red,0,0,1,0,0.0,0.0,4.0,43936.0,0.0
2899961561,Blue,1,1,1,1,1.0,2.0,10.0,58905.0,1.0
2899961561,Red,0,0,0,0,0.0,0.0,0.0,41125.0,1.0
2900022423,Blue,0,1,0,1,0.0,1.0,4.0,45886.0,0.0
2900022423,Red,1,0,1,0,0.0,1.0,10.0,59265.0,2.0
2900109493,Blue,1,0,0,1,0.0,0.0,2.0,41762.0,2.0
2900109493,Red,0,1,1,0,0.0,1.0,10.0,54715.0,1.0
2900118142,Blue,1,1,1,1,1.0,3.0,11.0,60623.0,3.0
2900118142,Red,0,0,0,0,0.0,0.0,2.0,44716.0,0.0
2900163588,Blue,0,1,1,1,0.0,2.0,7.0,53296.0,0.0
2900163588,Red,1,0,0,0,1.0,0.0,3.0,50824.0,3.0
2900198029,Blue,0,0,0,0,0.0,0.0,1.0,45767.0,0.0
2900198029,Red,1,1,1,1,0.0,2.0,10.0,60933.0,3.0
2900257476,Blue,0,0,1,0,0.0,0.0,1.0,44263.0,1.0
2900257476,Red,1,1,0,1,1.0,3.0,11.0,62603.0,1.0
2900325466,Blue,1,0,0,1,0.0,0.0,3.0,48053.0,1.0
2900325466,Red,0,1,1,0,1.0,2.0,10.0,54336.0,1.0
2900332682,Blue,0,1,1,1,1.0,3.0,11.0,59473.0,1.0
2900332682,Red,1,0,0,0,0.0,0.0,1.0,46934.0,1.0
2900368931,Blue,0,0,0,0,0.0,0.0,2.0,41091.0,0.0
2900368931,Red,1,1,1,1,0.0,1.0,6.0,54170.0,2.0
2900371265,Blue,0,0,0,0,0.0,0.0,2.0,48234.0,1.0
2900371265,Red,1,1,1,1,0.0,2.0,10.0,57823.0,2.0
2900376238,Blue,1,1,1,1,1.0,3.0,11.0,60140.0,2.0
2900376238,Red,0,0,0,0,0.0,0.0,0.0,44495.0,0.0
2901474050,Blue,1,1,0,1,1.0,3.0,11.0,51654.0,1.0
2901474050,Red,0,0,1,0,0.0,0.0,2.0,40599.0,1.0
2901486204,Blue,1,0,0,1,0.0,0.0,1.0,43908.0,2.0
2901486204,Red,0,0,1,0,1.0,0.0,7.0,56757.0,1.0
